"Permit.Number","Orig","Dest"
"99428N",1,18
"99433Z",1,18
"99435J",1,18
"99438L",1,18
"99440U",1,18
"99441M",1,18
"99444O",1,18
"99445H",1,18
"99446Z",1,18
"99448J",1,18
"99450R",1,18
"99451K",1,18
"99453U",1,18
"99456W",1,2
"99458H",1,18
"99460P",1,18
"99464K",1,18
"99465C",1,18
"99466U",1,18
"99467M",1,18
"99468F",1,18
"99469W",1,18
"99470N",1,18
"99472X",1,18
"99474I",1,18
"99476R",1,18
"99479U",1,18
"99482V",1,18
"99483N",1,18
"99487I",1,18
"99488A",1,18
"99489R",1,18
"99490J",1,18
"99491B",18,1
"99492S",1,18
"99497G",1,18
"99498X",1,18
"99499P",1,18
"99500M",1,18
"99503O",2,18
"99505Z",1,18
"99506Q",1,18
"99507J",1,18
"99508B",1,18
"99509S",1,18
"99512U",1,18
"99516O",1,18
"99521A",1,18
"99522R",1,18
"99524C",1,18
"99536K",1,18
"99539M",1,18
"99540E",1,18
"99551S",1,2
"99555N",1,18
"99556G",1,18
"99566E",1,18
"99567V",1,18
"99568N",1,18
"99575J",1,2
"99577S",1,18
"99588J",14,18
"99592C",1,18
"99594M",1,2
"99595F",1,18
"99600V",1,18
"99604P",1,18
"99608K",1,18
"99612E",1,18
"99617P",1,18
"99618I",1,18
"99621J",1,18
"99622B",1,18
"99626V",1,14
"99629X",1,18
"99631H",1,18
"99634J",1,18
"99635B",1,18
"99639V",1,18
"99640M",1,18
"99644H",1,18
"99657H",1,18
"99668W",1,3
"99672P",1,14
"99676K",1,18
"99677C",1,18
"99686I",1,18
"99697X",1,18
"99699I",1,18
"99700F",1,18
"99723C",1,2
"99728O",1,18
"99730X",1,18
"99740V",1,18
"99741N",1,8
"99748K",1,18
"99756X",1,18
"99757P",3,18
"99758I",1,2
"99759A",1,18
"99760Q",6,18
"99772Z",1,18
"99776S",1,18
"99777L",1,18
"99781F",1,18
"99785Z",1,18
"99790K",1,18
"99793M",1,18
"99794F",1,18
"99798Z",1,18
"99800N",1,18
"99801G",1,18
"99803P",1,2
"99805A",1,18
"99807K",1,18
"99808C",1,18
"99811E",14,18
"99812V",1,18
"99813N",1,18
"99814G",1,18
"99815X",3,18
"99818A",1,18
"99820J",1,18
"99825V",1,2
"99834B",1,18
"99843H",1,18
"99851U",18,1
"99852M",1,18
"99856H",1,18
"99858Q",1,18
"99862K",4,1
"99864U",1,18
"99867W",1,18
"99875K",1,18
"99876C",1,6
"99881N",1,18
"99882G",1,18
"99885I",1,18
"99886A",1,18
"99887R",1,18
"99893V",1,18
"99898I",1,2
"99906B",1,3
"99907S",1,18
"99911M",1,18
"99913W",1,18
"99914O",1,18
"99918J",1,18
"99927O",1,18
"99933R",1,14
"99937M",1,18
"99938F",1,18
"99945A",1,18
"99946R",1,18
"99947K",1,18
"99950L",1,18
"99953N",1,18
"99954G",1,3
"99955X",1,14
"99957I",1,18
"99961B",1,18
"99962S",1,18
"99964E",1,18
"99965V",1,18
"99966N",1,18
"99971Z",3,18
"99972Q",18,1
"99973J",1,18
"99974B",18,1
"99975S",18,1
"99977E",18,1
"99978V",18,1
"99979N",18,1
"99980F",18,1
"99981W",18,2
"99982O",18,1
"99984Z",18,1
"99988S",18,1
"99989L",18,2
"99991U",18,1
"99992M",18,1
"99993F",18,1
"99994W",18,1
"99995O",18,1
"99996H",18,1
"99997Z",18,1
"99998Q",18,1
"99999J",18,1
